Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
843;5700177049;"CR: The New Centennial Review";journal;"1532687X, 15396630";0,136;Q4;16;35;107;945;15;95;0,08;27,00;United States;"Michigan State University Press";"2002-ongoing";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Sociology and Political Science (Q4)"
844;19556;"Holocaust and Genocide Studies";journal;"14767937, 87566583";0,136;Q4;16;17;41;1139;13;39;0,35;67,00;United Kingdom;"Oxford University Press";"1986-ongoing";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
845;5700162134;"Journal of Modern Jewish Studies";journal;"14725886";0,136;Q4;5;33;91;1235;25;82;0,43;37,42;United Kingdom;"Routledge";"2002, 2010-ongoing";"Cultural Studies (Q2); History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
846;16445;"Mouvement Social";journal;"00272671";0,136;Q4;11;25;102;1276;14;101;0,15;51,04;France;"Editions de l' Atelier";"1975, 1978-1980, 1983, 1987, 1996-ongoing";"History (Q2); Sociology and Political Science (Q4)"
847;21100227421;"Quinto Sol";journal;"03292665, 18512879";0,136;Q4;3;18;50;673;7;44;0,13;37,39;Argentina;"Universidad Nacional de La Pampa";"2012-ongoing";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q4)"
848;5600156553;"Journal of Pacific History";journal;"00223344";0,135;Q4;17;27;79;769;16;66;0,05;28,48;United Kingdom;"Taylor & Francis";"1966-ongoing";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q4)"
849;33459;"Desarrollo y Sociedad";journal;"01203584";0,134;Q4;4;14;43;546;12;39;0,33;39,00;Colombia;"Universidad de los Andes";"1979-1985, 1994, 2010-ongoing";"Political Science and International Relations (Q3); Development (Q4); Economics and Econometrics (Q4); Sociology and Political Science (Q4)"
850;19900192704;"Romanian Journal of Political Science";journal;"20687613, 1582456X";0,134;Q4;7;0;25;0;6;25;0,17;0,00;Romania;"Publishing House of the Romanian Academy";"2009-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
851;21475;"East Central Europe";journal;"00943037";0,133;Q4;7;5;49;370;4;47;0,09;74,00;Netherlands;"Brill";"1976-1978, 1983, 2000-2001, 2003-2004, 2006-2007, 2009-ongoing";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q4)"
852;17700155415;"Sungkyun Journal of East Asian Studies";journal;"15982661";0,133;Q4;3;12;33;542;4;32;0,10;45,17;South Korea;"Sungkyunkwan University, Academy of East Asian Studies";"2010-ongoing";"Cultural Studies (Q2); Literature and Literary Theory (Q2); Religious Studies (Q2); Anthropology (Q3); Sociology and Political Science (Q4)"
853;5700153385;"Journal of Human Values";journal;"09716858";0,132;Q4;10;20;58;757;29;53;0,58;37,85;United States;"SAGE Publications";"1995-ongoing";"Cultural Studies (Q2); Philosophy (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)"
854;21100867938;"Open Library of Humanities";journal;"20566700";0,132;Q4;4;50;53;2297;21;51;0,38;45,94;United Kingdom;"Open Library of Humanities";"2015-ongoing";"Cultural Studies (Q2); Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q4)"
855;21100285458;"International Journal of Public Theology";journal;"15697320, 18725171";0,131;Q4;3;25;75;887;11;69;0,17;35,48;Netherlands;"Brill";"2013-ongoing";"Religious Studies (Q2); Sociology and Political Science (Q4)"
856;4100151537;"Research in Social Problems and Public Policy";journal;"01961152";0,131;Q4;14;0;7;0;1;7;0,14;0,00;United Kingdom;"Emerald Group Publishing Ltd.";"2001-2003, 2005-2008, 2010-2013, 2016-ongoing";"Rehabilitation (Q4); Sociology and Political Science (Q4)"
857;13474;"Africa Development/Afrique et Developpement";journal;"08503907";0,130;Q4;9;0;108;0;20;101;0,12;0,00;Senegal;"Council for the Development of Economic and Social Research in Africa";"1978-1979, 1981-1986, 1990, 1994-1995, 2007-ongoing";"Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
858;21100455681;"Analele Universitatii din Bucuresti, Seria Stiinte Politice";journal;"15822486";0,130;Q4;1;6;36;331;4;36;0,11;55,17;Romania;"Institute for Political Research of the Department of Political Science, University of Bucharest";"2015-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
859;5600153675;"Dve domovini / Two Homelands";journal;"15811212, 03536777";0,130;Q4;8;0;73;0;19;69;0,20;0,00;Slovenia;"Slovenian Migration Institute SRC SASA";"2008-ongoing";"Cultural Studies (Q3); Demography (Q4); Sociology and Political Science (Q4)"
860;21100850750;"European Journal of Futures Research";journal;"21952248, 21954194";0,130;Q4;1;22;19;1132;5;19;0,26;51,45;Germany;"Springer Verlag";"2017-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q4); Management of Technology and Innovation (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4); Tourism, Leisure and Hospitality Management (Q4)"
861;9500154011;"Journal of African American Studies";journal;"19364741, 15591646";0,130;Q4;12;26;95;1149;21;87;0,20;44,19;United States;"Springer New York LLC";"2009-ongoing";"Cultural Studies (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)"
862;11600153439;"North Korean Review";journal;"15512789";0,130;Q4;6;0;49;0;6;39;0,15;0,00;United States;"McFarland and Company, Inc";"2010-ongoing";"History (Q2); Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
863;19700170230;"Sibirica";journal;"13617362, 14766787";0,130;Q4;2;16;43;329;9;43;0,14;20,56;United Kingdom;"Berghahn Journals";"2015-ongoing";"History (Q2); Anthropology (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
864;19700169837;"America Latina Hoy";journal;"11302887";0,129;Q4;6;22;64;907;12;57;0,09;41,23;Spain;"Universidad de Salamanca";"2011-ongoing";"History (Q2); Sociology and Political Science (Q4)"
865;19700168716;"Australian Aboriginal Studies";journal;"07294352";0,129;Q4;11;6;36;181;19;32;0,47;30,17;Australia;"Australian Institute of Aboriginal Studies";"2008-ongoing";"History (Q2); Visual Arts and Performing Arts (Q2); Anthropology (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
866;19400157109;"China Nonprofit Review";journal;"18765149, 18765092";0,129;Q4;4;14;52;531;7;46;0,17;37,93;Netherlands;"Brill";"2009-ongoing";"Economics and Econometrics (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
867;17700155038;"Droit et Societe";journal;"19696973, 07693362";0,129;Q4;12;0;94;0;13;91;0,12;0,00;France;"Librairie Generale de Droit et de Jurisprudence";"2001-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
868;21100278321;"International Journal of China Studies";journal;"21803250";0,129;Q4;9;12;46;503;16;43;0,37;41,92;Malaysia;"Institute of China Studies, University of Malaya";"2010-ongoing";"Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
869;21100274247;"International Journal of Sustainability Policy and Practice";journal;"23251166, 23251182";0,129;Q4;4;3;36;122;12;36;0,19;40,67;United States;"Common Ground Research Networks";"2013-ongoing";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4); Sociology and Political Science (Q4)"
870;21100227422;"Revista da Abordagem Gestaltica";journal;"18096867";0,129;Q4;2;46;92;1228;6;85;0,03;26,70;Brazil;"Institute for Research and Training in Gestalt therapy Goiania";"2012-ongoing";"Social Psychology (Q4); Sociology and Political Science (Q4)"
871;21100254486;"Studia Politica";journal;"15824551";0,129;Q4;2;17;85;1080;6;75;0,11;63,53;Romania;"Institute for Political Research of the Department of Political Science, University of Bucharest";"2013-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
872;21100218321;"Ayer";journal;"11342277";0,128;Q4;7;53;50;1678;9;49;0,18;31,66;Spain;"Marcial Pons";"2012-2014, 2017-ongoing";"History (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
873;6600153108;"International Journal of Public Policy";journal;"17400600, 17400619";0,128;Q4;12;22;55;826;8;55;0,10;37,55;United Kingdom;"Inderscience Publishers";"2007-ongoing";"Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
874;16911;"Revija za Sociologiju";journal;"0350154X";0,128;Q4;6;10;38;503;8;35;0,30;50,30;Croatia;"Hrvatsko sociolosko drustvo";"1981-1982, 1987, 1989, 1995, 2009-ongoing";"Sociology and Political Science (Q4)"
875;13131;"Columbia Journal of Law and Social Problems";journal;"00101923";0,127;Q4;9;15;51;1067;12;51;0,16;71,13;United States;"Darby Publishing";"1973, 1975-1976, 1978, 1980, 1985-1986, 1989-1990, 1992-ongoing";"Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
876;5700167230;"Psychoanalysis, Culture & Society";journal;"10880763, 15433390";0,127;Q4;6;34;90;866;18;88;0,25;25,47;United States;"Palgrave Macmillan Ltd.";"2004, 2014-ongoing";"Cultural Studies (Q3); Applied Psychology (Q4); Health (social science) (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)"
877;21100855754;"Australian Journal of Human Rights";journal;"2573573X, 1323238X";0,126;Q4;11;18;49;1090;12;44;0,19;60,56;Australia;"Taylor and Francis Ltd.";"1994, 1996-ongoing";"History (Q2); Philosophy (Q3); Law (Q4); Sociology and Political Science (Q4)"
878;21100248874;"Dilemas";journal;"19835922, 21782792";0,126;Q4;7;18;100;649;15;98;0,05;36,06;Brazil;"Universidade Federal do Rio de Janeiro - UFRJ";"2013-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
879;21100780829;"Ekonomicheskaya Sotsiologiya";journal;"17263247";0,126;Q4;3;43;83;1483;14;73;0,19;34,49;Russian Federation;"National Research University Higher School of Economics";"2016-ongoing";"Economics and Econometrics (Q4); Sociology and Political Science (Q4)"
880;7600153110;"Hawwa";journal;"15692078, 15692086";0,126;Q4;10;12;56;563;6;53;0,14;46,92;Netherlands;"Brill";"2003-ongoing";"Cultural Studies (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)"
881;5600153516;"International Journal of Iberian Studies";journal;"1364971X";0,126;Q4;3;12;44;587;5;42;0,14;48,92;United Kingdom;"Intellect Books";"2012-ongoing";"History (Q2); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
882;5600153364;"Sociologia - Problemas e Praticas";journal;"08736529";0,126;Q4;13;21;79;821;24;76;0,31;39,10;Portugal;"Instituto Superior de Ciencias do Trabalho e da Empresa";"1997-1998, 2012-ongoing";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
883;26615;"Afrique Contemporaine";journal;"00020478";0,125;Q4;8;43;147;863;9;131;0,07;20,07;Belgium;"De Boeck & Larcier";"1982, 1985, 1987-1988, 1990, 1992-1993, 2004-ongoing";"Cultural Studies (Q3); Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
884;70577;"Asian and African Studies";journal;"13351257";0,125;Q4;2;8;42;320;6;42;0,10;40,00;Slovakia;"Slovak Academy of Sciences";"1987, 2008-ongoing";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
885;16000154750;"Cahiers du Monde Russe";journal;"12526576, 17775388";0,125;Q4;11;10;70;203;14;65;0,10;20,30;France;"Editions de I'Ecole des Hautes Etudes en Sciences Sociales";"2001-ongoing";"History (Q2); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
886;145329;"International Journal of Discrimination and the Law";journal;"13582291";0,125;Q4;7;14;45;542;16;36;0,48;38,71;United States;"SAGE Publications";"2000, 2005-2009, 2011-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
887;5700153945;"Alternative Law Journal";journal;"1037969X";0,124;Q4;8;76;187;556;31;110;0,34;7,32;United States;"SAGE Publications Inc.";"2008-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
888;16800154739;"Contributions to the History of Concepts";journal;"1874656X, 18079326";0,124;Q4;9;11;33;525;12;32;0,33;47,73;United States;"Berghahn Books Inc.";"2005-ongoing";"History (Q2); Sociology and Political Science (Q4)"
889;21100814050;"Millennial Asia";journal;"23217081, 09763996";0,124;Q4;2;18;31;581;6;30;0,25;32,28;United States;"SAGE Publications";"2014-ongoing";"Cultural Studies (Q3); Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
890;21100854834;"Open Family Studies Journal";journal;"18749224";0,124;Q4;0;0;1;0;0;1;0,00;0,00;Netherlands;"Bentham Science Publishers B.V.";"2015";"Developmental and Educational Psychology (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)"
891;21100222908;"Filosofia Politica";journal;"03947297";0,123;Q4;2;30;78;1279;8;72;0,09;42,63;Italy;"Il Mulino publishing house";"2012-ongoing";"History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
892;21100827151;"Foundation Review";journal;"19445660, 19445679";0,123;Q4;7;23;36;413;4;32;0,13;17,96;United States;"Dorothy A. Johnson Center for Philanthropy, Grand Valley State University";"2009-2013, 2017-ongoing";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
893;21100467355;"Historicka Sociologie";journal;"18040616, 23363525";0,123;Q4;1;19;33;682;4;33;0,12;35,89;Czech Republic;"Charles University";"2016-ongoing";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
894;21100855500;"Journal of Population and Social Studies";journal;"24654418";0,123;Q4;1;26;25;1038;6;23;0,26;39,92;Thailand;"Mahidol University, Institute for Population and Social Research";"2017-ongoing";"Anthropology (Q3); Demography (Q4); Geography, Planning and Development (Q4); Health (social science) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
895;12100157008;"Polis";journal;"20512996, 0142257X";0,123;Q4;4;20;51;1142;8;47;0,18;57,10;Netherlands;"Brill Academic Publishers";"2009-ongoing";"Classics (Q2); History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
896;20600195060;"Cadernos de Linguagem e Sociedade - Papers on Language and Society";journal;"01049712, 21794790";0,122;Q4;2;40;80;896;3;71;0,04;22,40;Brazil;"Thesaurus Editora de Brasilia Ltd";"2012-ongoing";"Language and Linguistics (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
897;5600152970;"Japanese Studies";journal;"10371397";0,122;Q4;9;21;57;737;18;53;0,31;35,10;United Kingdom;"Routledge";"1981-1995, 2008-ongoing";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
898;19400156803;"Journal of Human Security";journal;"18353800";0,122;Q4;6;0;18;0;6;15;0,40;0,00;Switzerland;"Librello Publishing House";"2009-ongoing";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Sociology and Political Science (Q4)"
899;21100834985;"Journal of Nationalism Memory and Language Politics";journal;"25705857";0,122;Q4;1;9;9;382;3;9;0,33;42,44;Poland;"De Gruyter Open Ltd.";"2017-ongoing";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
900;82318;"Revista de Estudios Regionales";journal;"02137585";0,122;Q4;6;7;70;246;16;68;0,20;35,14;Spain;"Departamento de Politica Economica, Facultad de Ciencias Economicas y Empresariales";"1978, 2012-ongoing";"Development (Q4); Economics and Econometrics (Q4); Sociology and Political Science (Q4)"
901;19700174722;"Housing, Care and Support";journal;"14608790";0,121;Q4;8;11;43;494;9;43;0,11;44,91;United Kingdom;"Emerald Group Publishing Ltd.";"2009-ongoing";"Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
902;5700177271;"Matatu";journal;"09329714";0,120;Q4;3;0;86;0;6;70;0,04;0,00;Netherlands;"Brill Academic Publishers";"2011-ongoing";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
903;16633;"Russian Education and Society";journal;"10609393";0,120;Q4;6;38;123;604;33;121;0,18;15,89;United States;"M.E. Sharpe Inc.";"1965, 1975, 1986-1987, 1990, 1992-ongoing";"Education (Q4); Sociology and Political Science (Q4)"
904;14529;"Eire-Ireland";journal;"00132683";0,119;Q4;11;20;74;517;7;67;0,11;25,85;United States;"Irish American Cultural Institute";"1976-1977, 1979-1980, 1982, 1987, 2000-ongoing";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
905;5900152888;"Grey Room";journal;"15263819";0,119;Q4;14;30;52;1112;18;38;0,45;37,07;United States;"MIT Press";"2002-ongoing";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Communication (Q4); Sociology and Political Science (Q4)"
906;21100284508;"Annual of Language and Politics and Politics of Identity";journal;"18031757, 18053769";0,118;Q4;2;0;13;0;6;11;1,00;0,00;Czech Republic;"Faculty of Social Sciences Charles University";"2013-ongoing";"Linguistics and Language (Q3); Sociology and Political Science (Q4)"
907;19700202605;"Law and Ethics of Human Rights";journal;"19382545";0,118;Q4;10;11;37;310;7;37;0,15;28,18;Germany;"Walter de Gruyter GmbH";"2010-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
908;17367;"Revue Francaise d'Etudes Americaines";journal;"03977870";0,118;Q4;5;58;121;1624;2;118;0,01;28,00;France;"Editions Belin";"1990, 1996-ongoing";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
909;19400158636;"Sociologija i Prostor";journal;"18465226";0,118;Q4;5;12;55;463;12;49;0,24;38,58;Croatia;"Institut za Drustvena Istrazivanja u Zagrebu";"2009-ongoing";"Education (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)"
910;17700155419;"Sur - International Journal of Human Rights";journal;"18066445";0,118;Q4;4;0;84;0;15;81;0,20;0,00;Brazil;"Sur - Rede Universitaria de Direitos Humanos";"2012-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
911;12822;"Chinese Education and Society";journal;"10611932";0,117;Q4;12;32;105;963;21;95;0,19;30,09;United States;"M.E. Sharpe Inc.";"1993-1997, 1999-ongoing";"Education (Q4); Sociology and Political Science (Q4)"
912;16583;"Quaderni storici";journal;"03016307";0,117;Q4;8;13;113;627;22;100;0,17;48,23;Italy;"Societa Editrice II Mulino";"1976-1977, 1979-1987, 2001-ongoing";"History (Q3); Sociology and Political Science (Q4)"
913;145698;"Cyprus Review";journal;"10152881";0,116;Q4;13;13;32;485;5;30;0,29;37,31;Cyprus;"Intercollege-Research and Development Center";"2005-ongoing";"Economics and Econometrics (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
914;20500195077;"Historia Constitucional";journal;"15764729";0,116;Q4;4;21;40;1330;4;37;0,09;63,33;Spain;"Universidad de Oviedo";"2011-ongoing";"History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
915;29759;"Indian Journal of Social Work";journal;"00195634";0,116;Q4;7;0;39;0;2;36;0,07;0,00;India;"Tata Institute of Social Sciences";"1947-1948, 1977, 1982, 1991, 1996-ongoing";"Social Sciences (miscellaneous) (Q4); Social Work (Q4); Sociology and Political Science (Q4)"
916;5600153617;"Irish Studies Review";journal;"09670882";0,116;Q4;6;32;82;1184;19;79;0,30;37,00;United Kingdom;"Taylor & Francis";"1992-1995, 2001-2002, 2010-ongoing";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
917;19900191837;"Parliaments, Estates and Representation";journal;"02606755";0,116;Q4;6;31;50;1034;4;40;0,09;33,35;United Kingdom;"Taylor & Francis";"1981-ongoing";"Sociology and Political Science (Q4)"
918;21100811505;"Symposion";journal;"23926260, 1584174X";0,116;Q4;2;15;66;426;5;66;0,10;28,40;Romania;"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";"2014-ongoing";"Philosophy (Q3); Sociology and Political Science (Q4)"
919;16885;"African and Asian Studies";journal;"15692094";0,115;Q4;15;14;49;813;6;47;0,12;58,07;Netherlands;"Brill";"1996-ongoing";"History (Q3); Development (Q4); Sociology and Political Science (Q4)"
920;21100826381;"Woman in Russian Society";journal;"19922892, 2500221X";0,115;Q4;1;27;52;650;3;51;0,06;24,07;Russian Federation;"Ivanovo State University Publishing";"2017-ongoing";"Gender Studies (Q4); Sociology and Political Science (Q4)"
921;17700156011;"Enfances et Psy";journal;"12865559, 17762820";0,114;Q4;6;35;150;348;6;135;0,02;9,94;France;"Eres Publishers";"2000-ongoing";"Developmental and Educational Psychology (Q4); Education (Q4); Sociology and Political Science (Q4)"
922;5700154365;"International Journal of Francophone Studies";journal;"13682679, 17589142";0,114;Q4;3;15;57;647;10;54;0,00;43,13;United Kingdom;"Intellect Publishers";"2012-ongoing";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)"
923;21100255516;"International Journal of Interdisciplinary Environmental Studies";journal;"23291621, 23291559";0,114;Q4;2;1;32;65;3;32;0,07;65,00;United States;"Interdisciplinary Social Sciences";"2013-ongoing";"Environmental Science (miscellaneous) (Q4); Sociology and Political Science (Q4)"
924;21100861121;"Politique Europeenne";journal;"16236297, 21052875";0,114;Q4;2;51;18;1521;4;18;0,22;29,82;France;"Institut francais des relations internationales (IFRI)";"2017-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
925;21100850746;"Russian journal of criminology";journal;"25004255";0,114;Q4;2;92;121;2246;11;121;0,09;24,41;Russian Federation;"Baikal National University of Economics and Law";"2016-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
926;21100241803;"Amme Idaresi Dergisi";journal;"13001795";0,113;Q4;4;13;74;835;9;74;0,11;64,23;Turkey;"Turkiye ve Orta Dogu Amme Idaresi Enstitusu";"2008-ongoing";"Public Administration (Q4); Sociology and Political Science (Q4)"
927;5600153144;"Polis (Italy)";journal;"11209488";0,113;Q4;11;18;39;717;7;39;0,15;39,83;Italy;"Societa Editrice il Mulino";"2012-ongoing";"Sociology and Political Science (Q4)"
928;25722;"World Policy Journal";journal;"07402775";0,113;Q4;19;31;195;0;25;137;0,28;0,00;United States;"Duke University Press";"1989, 1994, 1996-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
929;5700164093;"Comparative American Studies";journal;"17412676, 14775700";0,112;Q4;5;2;53;179;7;46;0,18;89,50;United Kingdom;"Maney Publishing";"2008-ongoing";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
930;20067;"Irish Economic and Social History";journal;"03324893";0,112;Q4;7;7;13;831;3;13;0,23;118,71;United States;"SAGE Publications Inc.";"1975-1976, 1979, 1999-2014, 2016-ongoing";"History (Q3); Sociology and Political Science (Q4)"
931;21100396277;"Journal of International and Global Studies";journal;"21580669";0,112;Q4;3;0;30;0;12;29;0,32;0,00;United States;"Lindenwood University";"2015-ongoing";"Cultural Studies (Q3); Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
932;21100825369;"Journal of Namibian Studies";journal;"18635954, 21975523";0,112;Q4;1;6;12;200;2;12;0,17;33,33;Germany;"Otjivanda Presse.Essen";"2017-ongoing";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
933;12100156089;"Ljetopis Socijalnog Rada";journal;"18465412";0,112;Q4;7;8;83;399;21;71;0,30;49,88;Croatia;"University of Zagreb";"2008-ongoing";"Developmental and Educational Psychology (Q4); Education (Q4); Social Work (Q4); Sociology and Political Science (Q4)"
934;5800170451;"Politologija";journal;"13921681";0,112;Q4;3;23;59;626;5;58;0,13;27,22;Lithuania;"Polibijaus Fondas";"2012-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
935;21100825849;"Archivio di Studi Urbani e Regionali";journal;"00040177, 19718519";0,111;Q4;1;24;39;982;2;39;0,05;40,92;Italy;"Franco Angeli Edizioni";"2017-ongoing";"Sociology and Political Science (Q4); Urban Studies (Q4)"
936;14377;"Estudios Sociologicos";journal;"01854186";0,111;Q4;3;21;48;1007;4;48;0,03;47,95;Mexico;"Centro de Estudios Sociologicos de El Colegio de Mexico";"1984-1985, 1992, 1994-1996, 1998, 2014-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
937;14973;"Histoire Sociale";journal;"00182257";0,111;Q4;11;15;67;702;6;54;0,10;46,80;Canada;"University of Toronto Press";"1976-1977, 1979, 1981, 1983-1987, 1996-ongoing";"History (Q3); Sociology and Political Science (Q4)"
938;16500154711;"Hobbes Studies";journal;"09215891, 18750257";0,111;Q4;6;11;30;370;5;28;0,16;33,64;Netherlands;"Brill";"1996-ongoing";"History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
939;21100815552;"Ideology and Politics Journal";journal;"22276068";0,111;Q4;1;27;21;235;1;19;0,05;8,70;Ukraine;"Foundation for Good Politics";"2016-ongoing";"Sociology and Political Science (Q4)"
940;21100784268;"International Human Rights Law Review";journal;"22131027, 22131035";0,111;Q4;4;5;34;129;5;34;0,17;25,80;Netherlands;"Brill";"2012-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
941;5700162645;"Jewish Culture and History";journal;"1462169X";0,111;Q4;3;18;55;861;8;49;0,06;47,83;United Kingdom;"Routledge";"1999, 2001, 2015-ongoing";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
942;5800170561;"Mediterranean Historical Review";journal;"1743940X, 09518967";0,111;Q4;7;11;23;705;4;22;0,13;64,09;United Kingdom;"Frank Cass Publishers";"1986-1995, 2008-ongoing";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
943;27980;"Modern Judaism";journal;"10863273, 02761114";0,111;Q4;12;17;47;758;9;44;0,24;44,59;United States;"Oxford University Press";"1981-ongoing";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
944;4400151416;"Muslim World Journal of Human Rights";journal;"15544419";0,111;Q4;8;5;17;222;4;17;0,25;44,40;Germany;"Walter de Gruyter GmbH";"2006-2007, 2009-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
945;21100464920;"Storia del Pensiero Politico";journal;"22799818";0,111;Q4;1;15;42;596;2;42;0,05;39,73;Italy;"Societa Editrice Il Mulino";"2016-ongoing";"History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
946;19700170138;"The Sixties";journal;"17541336, 17541328";0,111;Q4;6;15;41;402;3;33;0,04;26,80;United Kingdom;"Routledge";"2008-ongoing";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
947;16000154737;"Vierteljahresschrift fur Sozial und Wirtschaftsgeschichte";journal;"03408728";0,111;Q4;5;9;34;158;4;33;0,10;17,56;Germany;"Franz Steiner Verlag Stuttgart GmbH";"2002-ongoing";"Cultural Studies (Q3); History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)"
948;21100258751;"International Journal of Social Sustainability in Economic, Social and Cultural Context";journal;"23251115";0,110;Q4;3;4;49;254;7;49;0,19;63,50;United States;"Common Ground Research Networks";"2013-ongoing";"Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
