Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
349;21100847440;"International Journal of Comparative Labour Law and Industrial Relations";journal;"1875838X, 0952617X";0,201;Q3;3;20;23;868;10;22;0,45;43,40;United Kingdom;"Wolters Kluwer (UK) Ltd.";"2017-ongoing";"Industrial Relations (Q3); Law (Q3); Organizational Behavior and Human Resource Management (Q4)"
350;18390;"Russian Politics and Law";journal;"10611940";0,201;Q3;8;0;87;0;24;73;0,33;0,00;United States;"M.E. Sharpe Inc.";"1992-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
351;21100858711;"Brazilian Journal of International Law";journal;"2236997X, 22371036";0,200;Q3;1;47;78;2147;7;77;0,09;45,68;Brazil;"Centro Universitario de Brasilia";"2017-ongoing";"Law (Q3); Political Science and International Relations (Q3)"
352;21100794007;"New York University Journal of Law and Liberty";journal;"19305044, 19324421";0,200;Q3;3;13;40;677;7;39;0,18;52,08;United States;"New York University School of Law";"2016-ongoing";"Law (Q3)"
353;21100841277;"Archivio Penale";journal;"00040304, 23849479";0,199;Q3;2;87;81;3470;7;81;0,09;39,89;Italy;"Pisa University Press";"2017-ongoing";"Law (Q3)"
354;18500168400;"Asian Affairs";journal;"03068374, 14771500";0,199;Q3;5;33;70;1004;44;51;0,59;30,42;United Kingdom;"Routledge";"1979, 1999, 2001, 2011, 2014-ongoing";"Geography, Planning and Development (Q3); Law (Q3); Political Science and International Relations (Q3); Economics and Econometrics (Q4)"
355;6000152910;"Journal of Arts Management, Law and Society";journal;"10632921";0,199;Q3;16;31;74;1214;38;61;0,52;39,16;United States;"Heldref Publications";"1992-ongoing";"Visual Arts and Performing Arts (Q1); Law (Q3); Strategy and Management (Q4)"
356;21100789025;"Journal of Media Law";journal;"17577640, 17577632";0,197;Q3;4;6;40;0;12;38;0,32;0,00;United Kingdom;"Taylor and Francis Ltd.";"2009, 2016-ongoing";"Communication (Q3); Law (Q3)"
357;5800170538;"Journal of the History of International Law";journal;"1388199X, 15718050";0,197;Q3;7;18;45;1459;20;42;0,38;81,06;Netherlands;"Martinus Nijhoff Publishers";"2007-ongoing";"History (Q2); Law (Q3); Political Science and International Relations (Q3)"
358;19900193554;"Revista de Derecho Comunitario Europeo";journal;"11384026";0,197;Q3;5;29;102;1087;21;84;0,38;37,48;Spain;"Centro de Estudios Politicos y Constitucionales";"2008-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
359;5700160560;"Islamic Law and Society";journal;"09289380";0,196;Q3;12;12;37;783;15;37;0,31;65,25;Netherlands;"Brill";"2007-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
360;5600156543;"Netherlands Quarterly of Human Rights";journal;"09240519";0,196;Q3;12;5;62;119;35;43;0,89;23,80;Netherlands;"Stichting Studie- en Informatiecentrum Mensenrechten";"2006-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
361;75696;"Catholic University Law Review";journal;"00088390";0,195;Q3;9;22;75;1090;17;67;0,18;49,55;United States;"Catholic University of America";"1973-1974, 1979, 1982, 1988, 1998-1999, 2002-2003, 2005-ongoing";"Religious Studies (Q1); Law (Q3); Education (Q4)"
362;147218;"Journal of Conflict and Security Law";journal;"14677954";0,195;Q3;20;13;69;717;34;62;0,47;55,15;United Kingdom;"Oxford University Press";"2005-ongoing";"Law (Q3); Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3)"
363;21644;"University of Illinois Law Review";journal;"02769948";0,195;Q3;28;38;116;5439;35;116;0,31;143,13;United States;"University of Illinois at Urbana-Champaign, College of Law";"1990-1992, 1994-ongoing";"Law (Q3)"
364;7700153101;"International Organizations Law Review";journal;"15723739, 15723747";0,194;Q3;17;7;50;71;11;50;0,17;10,14;Netherlands;"Brill";"2004-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
365;17100154726;"Middle East Law and Governance";journal;"18763367, 18763375";0,194;Q3;10;13;57;537;25;54;0,41;41,31;Netherlands;"Brill";"2009-ongoing";"Arts and Humanities (miscellaneous) (Q3); Law (Q3); Sociology and Political Science (Q3)"
366;19700174682;"Safer Communities";journal;"17578043";0,194;Q3;11;21;57;1149;35;54;0,51;54,71;United Kingdom;"Emerald Group Publishing Ltd.";"2009-ongoing";"Community and Home Care (Q3); Law (Q3); Public Health, Environmental and Occupational Health (Q4); Safety Research (Q4)"
367;25251;"Business Lawyer";journal;"00076899";0,193;Q3;18;29;197;1853;50;194;0,34;63,90;United States;"American Bar Association";"1979, 1995-2012, 2014-ongoing";"Law (Q3); Organizational Behavior and Human Resource Management (Q4)"
368;24834;"Journal of Value Inquiry";journal;"15730492, 00225363";0,192;Q3;16;51;129;772;38;120;0,28;15,14;Netherlands;"Kluwer Academic Publishers";"1967-ongoing";"Philosophy (Q2); Law (Q3); Social Sciences (miscellaneous) (Q3)"
369;21100836108;"Knowledge Cultures";journal;"23756527, 23275731";0,192;Q3;8;24;164;782;117;153;1,11;32,58;United States;"Addleton Academic Publishers";"2017-ongoing";"Literature and Literary Theory (Q1); Cultural Studies (Q2); History (Q2); Philosophy (Q2); Law (Q3); Library and Information Sciences (Q3); Sociology and Political Science (Q3); Education (Q4)"
370;21100244950;"Rassegna Italiana di Criminologia";journal;"11211717, 22408053";0,190;Q3;4;32;91;1994;38;90;0,36;62,31;Italy;"Giuffre Editore SpA";"2013-ongoing";"Law (Q3)"
371;5700153831;"Journal of Legal History";journal;"17440564, 01440365";0,189;Q3;6;12;33;319;11;33;0,25;26,58;United Kingdom;"Frank Cass Publishers";"1980-1995, 2009-ongoing";"History (Q2); Law (Q3)"
372;21634;"Revija za Kriminalistiko in Kriminologijo";journal;"0034690X";0,189;Q3;7;15;100;624;19;81;0,28;41,60;Slovenia;"Republiski sekretariat za notranje zadeve SR Slovenije";"1981, 2011-2014, 2016-ongoing";"Law (Q3); Pathology and Forensic Medicine (Q4); Social Psychology (Q4)"
373;20905;"Kriminalistik";journal;"00234699";0,188;Q3;8;134;333;1612;13;301;0,06;12,03;Germany;"Huthig GmbH";"1974-1983, 1996-ongoing";"Law (Q3)"
374;21100396570;"Lavoro e Diritto";journal;"1120947X";0,188;Q3;8;26;126;1194;33;122;0,28;45,92;Italy;"Il Mulino publishing house";"2015-ongoing";"Law (Q3)"
375;21100256989;"Theory and Practice of Legislation";journal;"20508859, 20508840";0,188;Q3;7;10;53;443;21;45;0,40;44,30;United Kingdom;"Taylor & Francis";"2013-ongoing";"Law (Q3)"
376;18700156726;"Kriminologisches Journal";journal;"03411966";0,187;Q3;5;24;59;613;11;52;0,14;25,54;Germany;"Juventa Verlag GmbH";"2009-ongoing";"Law (Q3); Safety Research (Q4)"
377;21100855986;"Revista de Investigacoes Constitucionais";journal;"23595639";0,187;Q3;4;27;89;886;27;80;0,25;32,81;Brazil;"Universidade Federal do Parana";"2014-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
378;21100286923;"Journal of Advanced Research in Law and Economics";journal;"2068696X";0,186;Q3;10;128;600;2896;228;600;0,37;22,63;Romania;"ASERS Publishing";"2011-ongoing";"Law (Q3); Economics and Econometrics (Q4)"
379;27395;"Stanford Journal of International Law";journal;"07315082";0,186;Q3;19;0;23;0;7;23;0,21;0,00;United States;"Stanford University";"1989, 1996-ongoing";"Law (Q3); Political Science and International Relations (Q3)"
380;19900192528;"British Journal of Community Justice";journal;"14750279";0,185;Q3;8;0;36;0;25;32;0,64;0,00;United Kingdom;"Sheffield Hallam University";"2010-ongoing";"Law (Q3)"
381;15695;"Ecology Law Quarterly";journal;"00461121";0,185;Q3;22;27;77;1654;32;77;0,48;61,26;United States;"University of California Press";"1973, 1978-1987, 1996, 1999-2014, 2017-ongoing";"Environmental Science (miscellaneous) (Q3); Law (Q3)"
382;19192;"Natural Resources Journal";journal;"00280739";0,185;Q3;24;12;40;682;14;34;0,48;56,83;United States;"University of New Mexico School of Law";"1977-ongoing";"Environmental Science (miscellaneous) (Q3); Law (Q3)"
383;21100828130;"Cosmopolitan Civil Societies";journal;"18375391";0,183;Q3;2;18;17;769;13;16;0,81;42,72;Australia;"UTS ePress";"2017-ongoing";"Cultural Studies (Q2); Anthropology (Q3); Demography (Q3); Law (Q3); Sociology and Political Science (Q3)"
384;12365;"Canadian Journal of Law and Society";journal;"08293201";0,182;Q3;20;21;73;980;31;65;0,31;46,67;United Kingdom;"Cambridge University Press";"1986-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
385;21100242411;"International Journal of Law in Context";journal;"17445531, 17445523";0,182;Q3;17;30;90;1463;60;83;0,72;48,77;United Kingdom;"Cambridge University Press";"2005-ongoing";"Law (Q3)"
386;21100370222;"Griffith Law Review";journal;"18394205, 10383441";0,179;Q3;11;17;90;1241;43;84;0,49;73,00;United Kingdom;"Taylor and Francis Ltd.";"2003-2006, 2008-ongoing";"Law (Q3)"
387;17522;"Law and Critique";journal;"09578536";0,179;Q3;16;20;67;1108;48;63;0,67;55,40;Netherlands;"Springer Netherlands";"1990-2002, 2004-ongoing";"Law (Q3)"
388;16183;"Melbourne University Law Review";journal;"00258938";0,178;Q3;11;7;101;47;48;100;0,37;6,71;Australia;"Melbourne University Law Review Association";"1983, 1989, 1991-1993, 1996, 1999, 2001, 2008-ongoing";"Law (Q3)"
389;5800191628;"Netherlands National Law Review";journal;"0165070X, 17416191";0,178;Q3;16;22;64;872;23;62;0,27;39,64;Switzerland;"Springer International Publishing AG";"2014-ongoing";"Law (Q3)"
390;7200153103;"Nordic Journal of International Law";journal;"09027351, 15718107";0,178;Q3;12;10;57;716;22;54;0,37;71,60;Netherlands;"Martinus Nijhoff Publishers";"2006-ongoing";"Law (Q3); Political Science and International Relations (Q3)"
391;12687;"American Journal of Legal History";journal;"00029319";0,177;Q3;10;17;69;700;43;65;0,80;41,18;United States;"Oxford University Press";"1976, 1985, 1987, 1995-1999, 2004-2008, 2011-ongoing";"History (Q2); Law (Q3)"
392;21100790520;"Canadian Journal of Law and Jurisprudence";journal;"20564260, 08418209";0,177;Q3;16;18;56;923;19;56;0,32;51,28;United Kingdom;"Cambridge University Press";"1996-2003, 2007, 2012-ongoing";"Law (Q3)"
393;28887;"Computer Fraud and Security";journal;"13613723";0,177;Q3;19;50;181;277;113;152;0,81;5,54;United Kingdom;"Elsevier Ltd.";"1996-ongoing";"Computer Science (miscellaneous) (Q3); Law (Q3)"
394;21100232410;"Tilburg Law Review";journal;"22110046, 22112596";0,177;Q3;4;0;41;0;15;36;0,36;0,00;Netherlands;"Brill";"2012-ongoing";"Law (Q3)"
395;5800170969;"Journal of Corporate Law Studies";journal;"17578426, 14735970";0,176;Q3;7;18;36;1515;22;36;0,55;84,17;United Kingdom;"Taylor & Francis";"2013-ongoing";"Law (Q3)"
396;11200153522;"Law, Culture and the Humanities";journal;"17438721";0,176;Q3;13;52;81;915;33;63;0,50;17,60;United States;"SAGE Publications";"2005-ongoing";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Law (Q3)"
397;21100432126;"Revista Derecho del Estado";journal;"23462051, 01229893";0,176;Q3;1;21;59;984;7;59;0,06;46,86;Colombia;"Universidad Externado de Colombia";"2015-ongoing";"Law (Q3)"
398;13818;"Cornell journal of law and public policy";journal;"10690565";0,175;Q3;8;15;48;668;11;47;0,27;44,53;United States;"Cornell University Press";"1993, 1997-2002, 2004-2007, 2009, 2011-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
399;5800172268;"Boletin Mexicano de Derecho Comparado";journal;"00418633";0,174;Q3;3;37;106;1218;10;98;0,10;32,92;Mexico;"Universidad Nacional Autonoma de Mexico";"2009-ongoing";"Law (Q3)"
400;21100788258;"Jurisprudence";journal;"20403313, 20403321";0,174;Q3;3;51;110;1416;26;64;0,38;27,76;United Kingdom;"Taylor and Francis Ltd.";"2015-ongoing";"Law (Q3)"
401;19700170105;"Problems and Perspectives in Management";journal;"17277051, 18105467";0,172;Q3;15;154;441;5445;169;441;0,41;35,36;Ukraine;"Business Perspectives";"2013-ongoing";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Information Systems and Management (Q3); Law (Q3); Sociology and Political Science (Q3); Public Administration (Q4); Strategy and Management (Q4)"
402;21100255350;"Journal of Forensic Practice";journal;"20508808, 20508794";0,171;Q3;16;29;87;1016;47;82;0,52;35,03;United Kingdom;"Emerald Group Publishing Ltd.";"2013-ongoing";"Law (Q3); Applied Psychology (Q4); Pathology and Forensic Medicine (Q4); Psychiatry and Mental Health (Q4)"
403;13399;"Law Library Journal";journal;"00239283";0,169;Q3;14;9;70;606;15;69;0,23;67,33;United States;"American Association of Law Libraries";"1978, 1987-ongoing";"Law (Q3); Library and Information Sciences (Q3)"
404;21100395705;"Quaderni Costituzionali";journal;"03926664, 19738188";0,168;Q3;3;82;310;860;35;71;0,73;10,49;Italy;"Il Mulino publishing house";"2015-ongoing";"Law (Q3)"
405;21100203315;"Anuario Iberoamericano de Justicia Constitucional";journal;"11384824";0,166;Q3;2;11;61;318;8;51;0,19;28,91;Spain;"Centro de Estudios Politicos y Constitucionales";"2011-ongoing";"Law (Q3)"
406;21100862474;"Diritto and Questioni Pubbliche";journal;"18250173";0,166;Q3;3;40;51;1484;5;50;0,10;37,10;Italy;"Universita di Palermo";"2017-ongoing";"Law (Q3)"
407;16175;"Medicine and Law";journal;"07231393";0,166;Q3;18;42;95;1167;13;88;0,22;27,79;Israel;"Yozmol Heiliger";"1982-ongoing";"Law (Q3); Health Policy (Q4)"
408;21100346214;"Yearbook of International Humanitarian Law";journal;"1574096X, 13891359";0,165;Q3;15;8;34;567;8;34;0,23;70,88;United Kingdom;"Cambridge University Press";"1998-2013, 2015-ongoing";"Law (Q3)"
409;21100455574;"Russian Law Journal";journal;"23123605, 23098678";0,164;Q3;4;27;89;367;12;72;0,16;13,59;Russian Federation;"Supporting Academic Initiatives Foundation";"2013-ongoing";"Law (Q3)"
410;15183;"Duke Environmental Law and Policy Forum";journal;"10643958";0,163;Q3;16;9;29;752;7;28;0,24;83,56;United States;"Duke University Press";"1996-2000, 2002-ongoing";"Geography, Planning and Development (Q3); Law (Q3); Management, Monitoring, Policy and Law (Q4)"
411;55037;"Asian Affairs";journal;"00927678";0,161;Q3;14;0;13;0;14;12;0,67;0,00;United States;"Heldref Publications";"1973-ongoing";"Law (Q3); Political Science and International Relations (Q3); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)"
412;13413;"Legal Reference Services Quarterly";journal;"0270319X";0,161;Q3;6;6;35;38;5;34;0,05;6,33;United States;"Haworth Press Inc.";"1981-ongoing";"Law (Q3); Library and Information Sciences (Q3)"
413;21100813711;"Ragion Pratica";journal;"17202396";0,161;Q3;2;31;63;944;12;62;0,19;30,45;Italy;"Societa Editrice Il Mulino";"2016-ongoing";"Philosophy (Q2); Law (Q3); Sociology and Political Science (Q3)"
414;21100211321;"Journal of East Asia and International Law";journal;"19769229";0,160;Q3;5;21;63;1199;15;59;0,20;57,10;South Korea;"Yijun Institute of International Law";"2011-ongoing";"Law (Q3)"
415;145712;"Statute Law Review";journal;"01443593";0,160;Q3;10;10;70;170;10;62;0,13;17,00;United Kingdom;"Oxford University Press";"1980-1995, 2005-ongoing";"Law (Q3)"
416;19700170140;"Journal of Shi'a Islamic Studies";journal;"17489423";0,159;Q3;4;0;31;0;5;30;0,07;0,00;United Kingdom;"ICAS Press";"2011-ongoing";"Cultural Studies (Q2); History (Q2); Philosophy (Q2); Religious Studies (Q2); Law (Q3); Political Science and International Relations (Q3)"
417;21100401234;"Anuario Mexicano de Derecho Internacional";journal;"18704654";0,158;Q3;2;16;74;751;18;74;0,15;46,94;Mexico;"Universidad Nacional Autonoma de Mexico";"2015-ongoing";"Law (Q3)"
418;16170;"Journal of African Law";journal;"00218553";0,158;Q3;15;23;58;752;16;58;0,22;32,70;United Kingdom;"Cambridge University Press";"1957-2000, 2003-ongoing";"Law (Q3)"
419;21100396382;"Materiali per una Storia della Cultura Giuridica";journal;"11209607";0,158;Q3;2;28;84;2207;10;83;0,16;78,82;Italy;"Societa Editrice Il Mulino";"2015-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
420;21100840020;"Perspectives on Terrorism";journal;"23343745";0,158;Q3;3;29;59;2767;52;50;1,04;95,41;United States;"Terrorism Research Initiative";"2017-ongoing";"Law (Q3); Political Science and International Relations (Q3); Safety Research (Q4)"
421;21100837350;"Domes : digest of Middle East studies";journal;"10604367, 19493606";0,157;Q3;1;18;1;924;2;1;2,00;51,33;United States;"John Wiley and Sons Inc.";"1994, 2018-ongoing";"Cultural Studies (Q2); History (Q2); Religious Studies (Q2); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
422;21100210921;"Central European Journal of Public Policy";journal;"18024866";0,156;Q3;6;8;38;271;19;35;0,50;33,88;Czech Republic;"Faculty of Sociel Sciences, Charles Universtiy";"2012-ongoing";"Law (Q3); Sociology and Political Science (Q3); Public Administration (Q4)"
423;21100421902;"Iberoamerican Journal of Development Studies";journal;"22542035";0,155;Q3;3;15;38;833;13;38;0,32;55,53;Spain;"Universidad de Zaragoza";"2012-ongoing";"Law (Q3); Sociology and Political Science (Q3); Development (Q4); Geography, Planning and Development (Q4)"
424;19700174971;"Indian Journal of Forensic Medicine and Toxicology";journal;"09739122, 09739130";0,155;Q3;18;258;392;4178;27;391;0,08;16,19;India;"Aall India Institute of Medical Sciences";"2008-ongoing";"Law (Q3); Health, Toxicology and Mutagenesis (Q4); Pathology and Forensic Medicine (Q4); Toxicology (Q4)"
425;21100793925;"Nordic Journal of Human Rights";journal;"1891814X, 18918131";0,154;Q3;6;24;61;424;24;53;0,37;17,67;United Kingdom;"Taylor and Francis Ltd.";"2013-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
426;17051;"Journal of the Copyright Society of the U.S.A.";journal;"08863520";0,153;Q3;11;0;22;0;2;18;0,11;0,00;United States;"Copyright Society of the USA";"1996-ongoing";"Law (Q3); Social Sciences (miscellaneous) (Q3)"
427;22809;"Criminal Justice Ethics";journal;"0731129X";0,152;Q3;11;14;51;379;12;46;0,34;27,07;United Kingdom;"Taylor & Francis";"1982-ongoing";"Law (Q3)"
428;21100216568;"Revista d'Estudis Autonomics i Federals";journal;"18862632";0,152;Q3;4;0;37;0;10;37;0,17;0,00;Spain;"Institut d'Estudis Autonomics";"2012-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
429;21100211737;"Utrecht Law Review";journal;"1871515X";0,152;Q3;9;22;45;836;21;43;0,39;38,00;Netherlands;"Igitur, Utrecht Publishing and Archiving Services";"2012-ongoing";"Law (Q3)"
430;18394;"Rutgers Law Review";journal;"00360465";0,150;Q3;14;0;99;0;12;97;0,11;0,00;United States;"Rutgers University";"1973, 1975-1977, 1981-1982, 1985, 1987-1990, 1992-1994, 1996-ongoing";"Law (Q3)"
431;19700194007;"African Security Review";journal;"21540128, 10246029";0,149;Q3;8;15;98;944;32;83;0,36;62,93;United Kingdom;"Taylor and Francis Ltd.";"1995, 2010-ongoing";"Law (Q3); Political Science and International Relations (Q3); Safety Research (Q4)"
432;5600152882;"Cultures et Conflits";journal;"1157996X";0,149;Q3;2;22;45;1096;13;44;0,30;49,82;France;"L'Harmattan";"1997, 2016-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
433;5600152873;"Howard Journal of Criminal Justice";journal;"02655527, 14682311";0,149;Q3;11;0;38;0;25;38;0,00;0,00;United Kingdom;"Basil Blackwell";"1921-1922, 1926-1927, 1929-1943, 1945-1949, 1951-1995, 2012-2015";"Law (Q3)"
434;25087;"Criminal Law Forum";journal;"10468374";0,147;Q3;18;17;62;684;28;58;0,47;40,24;Netherlands;"Springer Netherlands";"1989-1997, 1999-2002, 2004-ongoing";"Law (Q3)"
435;21100329301;"Queen Mary Journal of Intellectual Property";journal;"20459815, 20459807";0,147;Q3;5;25;91;623;17;78;0,26;24,92;United Kingdom;"Edward Elgar Publishing Ltd.";"2011-ongoing";"Law (Q3)"
436;19700171309;"Studies in Social Justice";journal;"19114788";0,147;Q3;11;32;70;744;30;66;0,38;23,25;Canada;"University of Windsor";"2009-ongoing";"Gender Studies (Q3); Law (Q3); Sociology and Political Science (Q3)"
437;19900188035;"International Journal of Conflict and Violence";journal;"18641385";0,146;Q3;14;9;43;483;41;40;1,09;53,67;Germany;"University of Bielefeld";"2011-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
438;21100792560;"Law and Financial Markets Review";journal;"17521459, 17521440";0,146;Q3;4;27;73;806;24;61;0,32;29,85;United Kingdom;"Taylor and Francis Ltd.";"2007, 2015-ongoing";"Law (Q3); Finance (Q4)"
439;20546;"Ratio juris";journal;"09521917";0,146;Q3;8;28;97;1069;34;91;0,31;38,18;United Kingdom;"Basil Blackwell";"1988-1995, 2004, 2011-ongoing";"Law (Q3)"
440;21100242828;"Revista de Direito, Estado e Telecomunicacoes";journal;"19849729";0,146;Q3;2;10;27;227;3;27;0,00;22,70;Brazil;"Universidade de Brasilia";"2013-ongoing";"Law (Q3); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)"
441;5600153105;"Deviance et Societe";journal;"03787931";0,145;Q3;9;0;66;0;13;65;0,26;0,00;Switzerland;"Editions Medecine et Hygiene";"2006-2017 (cancelled)";"Cultural Studies (Q2); Law (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
442;12390;"Canadian journal of women and the law = Revue juridique La femme et le droit";journal;"08328781";0,144;Q3;11;24;69;1279;42;67;0,69;53,29;Canada;"University of Toronto Press";"1986-1987, 1989-1990, 1993-1994, 2003, 2009-ongoing";"Gender Studies (Q3); Law (Q3); Sociology and Political Science (Q3)"
443;17700156724;"Criminology Journal of Baikal National University of Economics and Law";journal;"19967756";0,144;Q3;5;0;118;0;17;116;0,15;0,00;Russian Federation;"Baikal'skii Gosudarstvennyi Universitet";"2009-2016";"Law (Q3); Sociology and Political Science (Q3)"
444;21100407408;"Journal of Law, Religion and State";journal;"22126465, 22124810";0,144;Q3;4;10;20;508;2;20;0,12;50,80;Netherlands;"Brill";"2012-ongoing";"Religious Studies (Q2); Law (Q3); Sociology and Political Science (Q4)"
445;21100316000;"Journal of World Intellectual Property";journal;"14222213, 17471796";0,144;Q3;5;24;41;1565;22;40;0,42;65,21;United Kingdom;"John Wiley and Sons Ltd";"2002-2004, 2013-ongoing";"Law (Q3)"
446;21499;"Environmental Policy and Law";journal;"0378777X";0,143;Q3;11;52;172;1033;16;159;0,12;19,87;Netherlands;"IOS Press";"1975-ongoing";"Law (Q3); Environmental Science (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4)"
447;21100845376;"Veredas do Direito";journal;"18063845, 21798699";0,143;Q3;1;30;45;979;6;42;0,14;32,63;Brazil;"Editora Dom Helder";"2017-ongoing";"Law (Q3); Management, Monitoring, Policy and Law (Q4)"
448;21100854772;"Cuadernos Europeos de Deusto";journal;"11308354, 24453587";0,141;Q3;1;18;20;412;3;20;0,15;22,89;Spain;"Universidad de Deusto";"2017-ongoing";"Cultural Studies (Q2); History (Q2); Law (Q3); Political Science and International Relations (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)"
449;19500157216;"Journal of Addictions and Offender Counseling";journal;"10553835";0,140;Q3;15;8;25;377;13;24;0,50;47,13;United States;"Wiley-Blackwell";"1990-1995, 2009-ongoing";"Law (Q3); Clinical Psychology (Q4); Social Psychology (Q4)"
450;17514;"Journal of Water Law";journal;"14785277";0,140;Q3;11;0;49;0;10;29;0,00;0,00;United Kingdom;"Lawtext Publishing Ltd.";"2000-2015";"Law (Q3); Water Science and Technology (Q4)"
451;21100829149;"Lawyer Quarterly";journal;"18058396, 1805840X";0,140;Q3;1;36;26;1065;3;26;0,12;29,58;Czech Republic;"Institute of State and Law of the Academy of Sciences of the Czech Republic";"2017-ongoing";"Law (Q3)"
452;144734;"Liverpool Law Review";journal;"0144932X";0,140;Q3;10;13;45;604;15;42;0,32;46,46;Netherlands;"Springer Netherlands";"1979-1996, 1999-2002, 2005-ongoing";"Law (Q3)"
453;21100396355;"Osservatorio del Diritto Civile e Commerciale";journal;"22812628";0,139;Q3;2;12;64;789;4;63;0,07;65,75;Italy;"Societa Editrice Il Mulino";"2012-ongoing";"Law (Q3)"
454;21100400016;"Quaderni di Diritto e Politica Ecclesiastica";journal;"11220392";0,139;Q3;2;49;147;1400;10;147;0,06;28,57;Italy;"Il Mulino publishing house";"2015-ongoing";"Religious Studies (Q2); Law (Q3)"
455;21100812388;"Revista Criminalidad";journal;"17943108, 22565531";0,139;Q3;2;10;58;420;7;52;0,13;42,00;Colombia;"Policia Nacional de Colombia";"2016-ongoing";"Arts and Humanities (miscellaneous) (Q3); Law (Q3); Social Sciences (miscellaneous) (Q3); Social Psychology (Q4); Sociology and Political Science (Q4)"
456;20600195533;"Baltic Journal of Law and Politics";journal;"20290454";0,138;Q3;5;15;50;460;21;50;0,11;30,67;Lithuania;"Vytautas Magnus University";"2012-ongoing";"Law (Q3); Sociology and Political Science (Q4)"
457;21100775934;"British Journal of American Legal Studies";journal;"20494092";0,138;Q3;4;13;34;715;21;34;0,62;55,00;Germany;"De Gruyter Open Ltd.";"2016-ongoing";"Law (Q3)"
458;21100790507;"Comparative Legal History";journal;"20496788, 2049677X";0,138;Q3;2;12;42;204;11;33;0,24;17,00;United Kingdom;"Taylor and Francis Ltd.";"2013, 2016-ongoing";"History (Q2); Law (Q3)"
459;19600157915;"Journal of Applied Security Research";journal;"19361629, 19361610";0,138;Q3;8;30;98;1073;67;94;0,79;35,77;United Kingdom;"Taylor & Francis";"2008-ongoing";"Law (Q3); Education (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4)"
460;21600;"Studies in East European Thought";journal;"15730948, 09259392";0,138;Q3;8;21;89;656;11;77;0,09;31,24;Netherlands;"Kluwer Academic Publishers";"1993-ongoing";"Law (Q3); Philosophy (Q3); Social Sciences (miscellaneous) (Q4)"
461;21100255068;"Masaryk University Journal of Law and Technology";journal;"18025951, 18025943";0,137;Q3;3;8;42;359;11;40;0,29;44,88;Czech Republic;"Faculty of Law, Masaryk University";"2013-ongoing";"Law (Q3); Computer Science Applications (Q4); Library and Information Sciences (Q4)"
462;19043;"Seton Hall law review";journal;"05865964";0,136;Q4;10;0;4;0;4;4;1,00;0,00;United States;"Seton Hall University";"1975, 1980-1981, 1984, 1992, 1996-2001, 2003-ongoing";"Law (Q4)"
463;5800171965;"Asia Pacific Law Review";journal;"18758444, 10192557";0,135;Q4;5;5;30;0;11;29;0,26;0,00;United Kingdom;"Taylor & Francis";"2008-ongoing";"Law (Q4)"
464;7200153129;"International Community Law Review";journal;"18719732, 18719740";0,135;Q4;13;22;65;1173;13;56;0,19;53,32;Netherlands;"Martinus Nijhoff Publishers";"2007-ongoing";"Political Science and International Relations (Q3); Law (Q4)"
465;21100217635;"International Insolvency Review";journal;"10991107, 11800518";0,135;Q4;6;18;42;265;9;37;0,20;14,72;United Kingdom;"John Wiley and Sons Ltd";"1990-1991, 1993-1995, 2011-ongoing";"Finance (Q4); Law (Q4)"
466;12600154734;"International Journal of Electronic Security and Digital Forensics";journal;"17519128, 1751911X";0,135;Q4;10;26;70;739;42;70;0,56;28,42;United Kingdom;"Inderscience Publishers";"2008-ongoing";"Computer Networks and Communications (Q4); Law (Q4); Safety, Risk, Reliability and Quality (Q4)"
